annotation_name	accession	assminfo-name	organism-name	organism-tax-id	full_path
GCF_020283565.1_ARS_RC_1.1_genomic	GCF_020283565.1	ARS_RC_1.1	Trifolium pratense	57577	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/283/565/GCF_020283565.1_ARS_RC_1.1/GCF_020283565.1_ARS_RC_1.1_genomic.gff.gz
GCA_949352195.3_trifolium_pratense_var_milvus_v3_genomic	GCA_949352195.3	trifolium_pratense_var_milvus_v3	Trifolium pratense	57577	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/352/195/GCA_949352195.3_trifolium_pratense_var_milvus_v3/GCA_949352195.3_trifolium_pratense_var_milvus_v3_genomic.gff.gz
GCA_030408175.1_UTM_Trep_v1.0_genomic	GCA_030408175.1	UTM_Trep_v1.0	Trifolium repens	3899	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/408/175/GCA_030408175.1_UTM_Trep_v1.0/GCA_030408175.1_UTM_Trep_v1.0_genomic.gff.gz
GCA_032173615.1_drTriRepe4_hap1_1.5_genomic	GCA_032173615.1	drTriRepe4_hap1_1.5	Trifolium repens	3899	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/173/615/GCA_032173615.1_drTriRepe4_hap1_1.5/GCA_032173615.1_drTriRepe4_hap1_1.5_genomic.gff.gz
GCF_015846415.1_ASM1584641v1_genomic	GCF_015846415.1	ASM1584641v1	Triplophysa dalaica	1582913	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/846/415/GCF_015846415.1_ASM1584641v1/GCF_015846415.1_ASM1584641v1_genomic.gff.gz
GCF_024868665.1_Trosa_1v2_genomic	GCF_024868665.1	Trosa_1v2	Triplophysa rosa	992332	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/868/665/GCF_024868665.1_Trosa_1v2/GCF_024868665.1_Trosa_1v2_genomic.gff.gz
GCA_024868665.2_Trosa_1v2_genomic	GCA_024868665.2	Trosa_1v2	Triplophysa rosa	992332	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/868/665/GCA_024868665.2_Trosa_1v2/GCA_024868665.2_Trosa_1v2_genomic.gff.gz
GCA_008369825.1_ASM836982v1_genomic	GCA_008369825.1	ASM836982v1	Triplophysa tibetana	1572043	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/369/825/GCA_008369825.1_ASM836982v1/GCA_008369825.1_ASM836982v1_genomic.gff.gz
GCF_013401445.1_ASM1340144v1_genomic	GCF_013401445.1	ASM1340144v1	Tripterygium wilfordii	458696	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/401/445/GCF_013401445.1_ASM1340144v1/GCF_013401445.1_ASM1340144v1_genomic.gff.gz
GCA_013401445.1_ASM1340144v1_genomic	GCA_013401445.1	ASM1340144v1	Tripterygium wilfordii	458696	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/445/GCA_013401445.1_ASM1340144v1/GCA_013401445.1_ASM1340144v1_genomic.gff.gz
GCF_018294505.1_IWGSC_CS_RefSeq_v2.1_genomic	GCF_018294505.1	IWGSC CS RefSeq v2.1	Triticum aestivum	4565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/294/505/GCF_018294505.1_IWGSC_CS_RefSeq_v2.1/GCF_018294505.1_IWGSC_CS_RefSeq_v2.1_genomic.gff.gz
GCA_002220415.3_Triticum_4.0_genomic	GCA_002220415.3	Triticum_4.0	Triticum aestivum	4565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/415/GCA_002220415.3_Triticum_4.0/GCA_002220415.3_Triticum_4.0_genomic.gff.gz
GCA_040256815.2_ASM4025681v2_genomic	GCA_040256815.2	ASM4025681v2	Triticum aestivum	4565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/256/815/GCA_040256815.2_ASM4025681v2/GCA_040256815.2_ASM4025681v2_genomic.gff.gz
GCA_900411305.1_CH_Campala_Lr22a_Pseudomolecule_v5_genomic	GCA_900411305.1	CH Campala Lr22a Pseudomolecule v5	Triticum aestivum	4565	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/411/305/GCA_900411305.1_CH_Campala_Lr22a_Pseudomolecule_v5/GCA_900411305.1_CH_Campala_Lr22a_Pseudomolecule_v5_genomic.gff.gz
GCF_002162155.2_WEW_v2.1_genomic	GCF_002162155.2	WEW_v2.1	Triticum dicoccoides	85692	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/162/155/GCF_002162155.2_WEW_v2.1/GCF_002162155.2_WEW_v2.1_genomic.gff.gz
GCA_900231445.1_Svevo.v1_genomic	GCA_900231445.1	Svevo.v1	Triticum turgidum subsp. durum	4567	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/231/445/GCA_900231445.1_Svevo.v1/GCA_900231445.1_Svevo.v1_genomic.gff.gz
GCF_003073215.2_Tu2.1_genomic	GCF_003073215.2	Tu2.1	Triticum urartu	4572	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/215/GCF_003073215.2_Tu2.1/GCF_003073215.2_Tu2.1_genomic.gff.gz
GCF_000002445.2_ASM244v1_genomic	GCF_000002445.2	ASM244v1	Trypanosoma brucei brucei TREU927	185431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/445/GCF_000002445.2_ASM244v1/GCF_000002445.2_ASM244v1_genomic.gff.gz
GCA_000002445.1_ASM244v1_genomic	GCA_000002445.1	ASM244v1	Trypanosoma brucei brucei TREU927	185431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/445/GCA_000002445.1_ASM244v1/GCA_000002445.1_ASM244v1_genomic.gff.gz
GCA_003543875.1_ASM354387v1_genomic	GCA_003543875.1	ASM354387v1	Trypanosoma brucei equiperdum	630700	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/543/875/GCA_003543875.1_ASM354387v1/GCA_003543875.1_ASM354387v1_genomic.gff.gz
GCF_000210295.1_ASM21029v1_genomic	GCF_000210295.1	ASM21029v1	Trypanosoma brucei gambiense DAL972	679716	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/295/GCF_000210295.1_ASM21029v1/GCF_000210295.1_ASM21029v1_genomic.gff.gz
GCA_000210295.1_ASM21029v1_genomic	GCA_000210295.1	ASM21029v1	Trypanosoma brucei gambiense DAL972	679716	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/295/GCA_000210295.1_ASM21029v1/GCA_000210295.1_ASM21029v1_genomic.gff.gz
GCA_015033625.1_ASM1503362v1_genomic	GCA_015033625.1	ASM1503362v1	Trypanosoma cruzi	5693	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/033/625/GCA_015033625.1_ASM1503362v1/GCA_015033625.1_ASM1503362v1_genomic.gff.gz
GCA_015033655.1_ASM1503365v1_genomic	GCA_015033655.1	ASM1503365v1	Trypanosoma cruzi	5693	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/033/655/GCA_015033655.1_ASM1503365v1/GCA_015033655.1_ASM1503365v1_genomic.gff.gz
GCF_011762595.1_mTurTru1.mat.Y_genomic	GCF_011762595.1	mTurTru1.mat.Y	Tursiops truncatus	9739	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/762/595/GCF_011762595.1_mTurTru1.mat.Y/GCF_011762595.1_mTurTru1.mat.Y_genomic.gff.gz
GCF_026930045.1_Udiv.v.3.1_genomic	GCF_026930045.1	Udiv.v.3.1	Uloborus diversus	327109	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/930/045/GCF_026930045.1_Udiv.v.3.1/GCF_026930045.1_Udiv.v.3.1_genomic.gff.gz
GCA_040894045.1_UPYG_1.0_genomic	GCA_040894045.1	UPYG_1.0	Umbra pygmaea	75934	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/894/045/GCA_040894045.1_UPYG_1.0/GCA_040894045.1_UPYG_1.0_genomic.gff.gz
GCF_029784155.1_ASM2978415v1_genomic	GCF_029784155.1	ASM2978415v1	Uranotaenia lowii	190385	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/784/155/GCF_029784155.1_ASM2978415v1/GCF_029784155.1_ASM2978415v1_genomic.gff.gz
GCA_964030465.2_lpUroDecu1.1_genomic	GCA_964030465.2	lpUroDecu1.1	Urochloa decumbens	240449	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/030/465/GCA_964030465.2_lpUroDecu1.1/GCA_964030465.2_lpUroDecu1.1_genomic.gff.gz
GCF_023065955.2_UrsArc2.0_genomic	GCF_023065955.2	UrsArc2.0	Ursus arctos	9644	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/065/955/GCF_023065955.2_UrsArc2.0/GCF_023065955.2_UrsArc2.0_genomic.gff.gz
GCF_000687475.1_ASM68747v2_genomic	GCF_000687475.1	ASM68747v2	Ustilaginoidea virens	1159556	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/475/GCF_000687475.1_ASM68747v2/GCF_000687475.1_ASM68747v2_genomic.gff.gz
GCA_000687475.2_ASM68747v2_genomic	GCA_000687475.2	ASM68747v2	Ustilaginoidea virens	1159556	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/475/GCA_000687475.2_ASM68747v2/GCA_000687475.2_ASM68747v2_genomic.gff.gz
GCA_900080155.1_UBRO_v3_genomic	GCA_900080155.1	UBRO_v3	Ustilago bromivora	307758	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/080/155/GCA_900080155.1_UBRO_v3/GCA_900080155.1_UBRO_v3_genomic.gff.gz
GCA_022749175.1_ASM2274917v1_genomic	GCA_022749175.1	ASM2274917v1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/749/175/GCA_022749175.1_ASM2274917v1/GCA_022749175.1_ASM2274917v1_genomic.gff.gz
GCA_023748715.1_Uh1278_v1_genomic	GCA_023748715.1	Uh1278_v1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/748/715/GCA_023748715.1_Uh1278_v1/GCA_023748715.1_Uh1278_v1_genomic.gff.gz
GCA_023748725.1_Uh811_v1_genomic	GCA_023748725.1	Uh811_v1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/748/725/GCA_023748725.1_Uh811_v1/GCA_023748725.1_Uh811_v1_genomic.gff.gz
GCA_023748735.1_Uh1273_v1_genomic	GCA_023748735.1	Uh1273_v1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/748/735/GCA_023748735.1_Uh1273_v1/GCA_023748735.1_Uh1273_v1_genomic.gff.gz
GCA_023748765.1_Uh818_v1_genomic	GCA_023748765.1	Uh818_v1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/748/765/GCA_023748765.1_Uh818_v1/GCA_023748765.1_Uh818_v1_genomic.gff.gz
GCA_023748825.1_Uh359_v1_genomic	GCA_023748825.1	Uh359_v1	Ustilago hordei	120017	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/748/825/GCA_023748825.1_Uh359_v1/GCA_023748825.1_Uh359_v1_genomic.gff.gz
GCA_020921065.1_USDA_Vadar_1.0_pri_genomic	GCA_020921065.1	USDA_Vadar_1.0_pri	Vaccinium darrowii	229202	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/921/065/GCA_020921065.1_USDA_Vadar_1.0_pri/GCA_020921065.1_USDA_Vadar_1.0_pri_genomic.gff.gz
GCF_036630325.1_ASM3663032v1_genomic	GCF_036630325.1	ASM3663032v1	Vairimorpha necatrix	6039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/630/325/GCF_036630325.1_ASM3663032v1/GCF_036630325.1_ASM3663032v1_genomic.gff.gz
GCA_036630325.1_ASM3663032v1_genomic	GCA_036630325.1	ASM3663032v1	Vairimorpha necatrix	6039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/630/325/GCA_036630325.1_ASM3663032v1/GCA_036630325.1_ASM3663032v1_genomic.gff.gz
GCA_000818155.1_ASM81815v1_genomic	GCA_000818155.1	ASM81815v1	Valsa mali	105487	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/155/GCA_000818155.1_ASM81815v1/GCA_000818155.1_ASM81815v1_genomic.gff.gz
GCF_905147765.1_ilVanAtal1.2_genomic	GCF_905147765.1	ilVanAtal1.2	Vanessa atalanta	42275	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/147/765/GCF_905147765.1_ilVanAtal1.2/GCF_905147765.1_ilVanAtal1.2_genomic.gff.gz
GCF_905220365.1_ilVanCard2.1_genomic	GCF_905220365.1	ilVanCard2.1	Vanessa cardui	171605	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/220/365/GCF_905220365.1_ilVanCard2.1/GCF_905220365.1_ilVanCard2.1_genomic.gff.gz
GCF_037043105.1_ilVanTame1_primary_haplotype_genomic	GCF_037043105.1	ilVanTame1 primary haplotype	Vanessa tameamea	334116	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/043/105/GCF_037043105.1_ilVanTame1_primary_haplotype/GCF_037043105.1_ilVanTame1_primary_haplotype_genomic.gff.gz
GCA_016413885.1_Elo_Vpla-B_alternate_1.0_genomic	GCA_016413885.1	Elo_Vpla-B_alternate_1.0	Vanilla planifolia	51239	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/413/885/GCA_016413885.1_Elo_Vpla-B_alternate_1.0/GCA_016413885.1_Elo_Vpla-B_alternate_1.0_genomic.gff.gz
GCA_016413895.1_Elo_Vpla-A_principal_1.0_genomic	GCA_016413895.1	Elo_Vpla-A_principal_1.0	Vanilla planifolia	51239	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/413/895/GCA_016413895.1_Elo_Vpla-A_principal_1.0/GCA_016413895.1_Elo_Vpla-A_principal_1.0_genomic.gff.gz
GCF_020906515.1_ASM2090651v1_genomic	GCF_020906515.1	ASM2090651v1	Vanrija pseudolonga	143232	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/906/515/GCF_020906515.1_ASM2090651v1/GCF_020906515.1_ASM2090651v1_genomic.gff.gz
GCA_020906515.1_ASM2090651v1_genomic	GCA_020906515.1	ASM2090651v1	Vanrija pseudolonga	143232	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/906/515/GCA_020906515.1_ASM2090651v1/GCA_020906515.1_ASM2090651v1_genomic.gff.gz
GCF_019457755.1_ASM1945775v1_genomic	GCF_019457755.1	ASM1945775v1	Venturia canescens	32260	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/457/755/GCF_019457755.1_ASM1945775v1/GCF_019457755.1_ASM1945775v1_genomic.gff.gz
GCA_007735645.1_ASM773564v1_genomic	GCA_007735645.1	ASM773564v1	Venturia effusa	50376	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/735/645/GCA_007735645.1_ASM773564v1/GCA_007735645.1_ASM773564v1_genomic.gff.gz
GCA_003320035.1_VdGwydir1A3_genomic	GCA_003320035.1	VdGwydir1A3	Verticillium dahliae	27337	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/320/035/GCA_003320035.1_VdGwydir1A3/GCA_003320035.1_VdGwydir1A3_genomic.gff.gz
GCA_004109745.1_ASM410974v1_genomic	GCA_004109745.1	ASM410974v1	Verticillium dahliae	27337	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/109/745/GCA_004109745.1_ASM410974v1/GCA_004109745.1_ASM410974v1_genomic.gff.gz
GCF_910589235.1_iyVesCrab1.2_genomic	GCF_910589235.1	iyVesCrab1.2	Vespa crabro	7445	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/589/235/GCF_910589235.1_iyVesCrab1.2/GCF_910589235.1_iyVesCrab1.2_genomic.gff.gz
GCF_912470025.1_iVesVel2.1_genomic	GCF_912470025.1	iVesVel2.1	Vespa velutina	202808	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/912/470/025/GCF_912470025.1_iVesVel2.1/GCF_912470025.1_iVesVel2.1_genomic.gff.gz
GCA_014466195.1_ASM1446619v1_genomic	GCA_014466195.1	ASM1446619v1	Vespula germanica	30212	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/466/195/GCA_014466195.1_ASM1446619v1/GCA_014466195.1_ASM1446619v1_genomic.gff.gz
GCF_014466175.1_ASM1446617v1_genomic	GCF_014466175.1	ASM1446617v1	Vespula pensylvanica	30213	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/466/175/GCF_014466175.1_ASM1446617v1/GCF_014466175.1_ASM1446617v1_genomic.gff.gz
GCA_014466175.1_ASM1446617v1_genomic	GCA_014466175.1	ASM1446617v1	Vespula pensylvanica	30213	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/466/175/GCA_014466175.1_ASM1446617v1/GCA_014466175.1_ASM1446617v1_genomic.gff.gz
GCF_905475345.1_iyVesVulg1.1_genomic	GCF_905475345.1	iyVesVulg1.1	Vespula vulgaris	7454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/475/345/GCF_905475345.1_iyVesVulg1.1/GCF_905475345.1_iyVesVulg1.1_genomic.gff.gz
GCA_014466185.1_ASM1446618v1_genomic	GCA_014466185.1	ASM1446618v1	Vespula vulgaris	7454	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/466/185/GCA_014466185.1_ASM1446618v1/GCA_014466185.1_ASM1446618v1_genomic.gff.gz
GCA_948472305.1_Hedin2_genome_v1_genomic	GCA_948472305.1	Hedin2 genome v1	Vicia faba	3906	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/305/GCA_948472305.1_Hedin2_genome_v1/GCA_948472305.1_Hedin2_genome_v1_genomic.gff.gz
GCF_029867415.1_Vvil1.0_genomic	GCF_029867415.1	Vvil1.0	Vicia villosa	3911	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/867/415/GCF_029867415.1_Vvil1.0/GCF_029867415.1_Vvil1.0_genomic.gff.gz
GCF_026979565.1_bVidCha1_merged_haplotype_genomic	GCF_026979565.1	bVidCha1 merged haplotype	Vidua chalybeata	81927	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/979/565/GCF_026979565.1_bVidCha1_merged_haplotype/GCF_026979565.1_bVidCha1_merged_haplotype_genomic.gff.gz
GCF_024509145.1_ASM2450914v1_genomic	GCF_024509145.1	ASM2450914v1	Vidua macroura	187451	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/509/145/GCF_024509145.1_ASM2450914v1/GCF_024509145.1_ASM2450914v1_genomic.gff.gz
GCF_016808095.1_ASM1680809v1_genomic	GCF_016808095.1	ASM1680809v1	Vigna angularis	3914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/808/095/GCF_016808095.1_ASM1680809v1/GCF_016808095.1_ASM1680809v1_genomic.gff.gz
GCF_001190045.1_Vigan1.1_genomic	GCF_001190045.1	Vigan1.1	Vigna angularis	3914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/045/GCF_001190045.1_Vigan1.1/GCF_001190045.1_Vigan1.1_genomic.gff.gz
GCA_001190045.1_Vigan1.1_genomic	GCA_001190045.1	Vigan1.1	Vigna angularis	3914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/045/GCA_001190045.1_Vigan1.1/GCA_001190045.1_Vigan1.1_genomic.gff.gz
GCA_016808095.1_ASM1680809v1_genomic	GCA_016808095.1	ASM1680809v1	Vigna angularis	3914	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/095/GCA_016808095.1_ASM1680809v1/GCA_016808095.1_ASM1680809v1_genomic.gff.gz
GCA_004320505.1_Vangularis_v1_genomic	GCA_004320505.1	Vangularis_v1	Vigna angularis var. angularis	157739	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/320/505/GCA_004320505.1_Vangularis_v1/GCA_004320505.1_Vangularis_v1_genomic.gff.gz
GCA_036885675.1_ASM3688567v1_genomic	GCA_036885675.1	ASM3688567v1	Vigna mungo	3915	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/885/675/GCA_036885675.1_ASM3688567v1/GCA_036885675.1_ASM3688567v1_genomic.gff.gz
GCF_000741045.1_Vradiata_ver6_genomic	GCF_000741045.1	Vradiata_ver6	Vigna radiata var. radiata	3916	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6/GCF_000741045.1_Vradiata_ver6_genomic.gff.gz
GCF_004118075.2_ASM411807v2_genomic	GCF_004118075.2	ASM411807v2	Vigna unguiculata	3917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/118/075/GCF_004118075.2_ASM411807v2/GCF_004118075.2_ASM411807v2_genomic.gff.gz
GCA_003958685.2_ASM395868v2_genomic	GCA_003958685.2	ASM395868v2	Vigna unguiculata	3917	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/958/685/GCA_003958685.2_ASM395868v2/GCA_003958685.2_ASM395868v2_genomic.gff.gz
GCF_004353265.1_EGFV_Vit.rip_1.0_genomic	GCF_004353265.1	EGFV_Vit.rip_1.0	Vitis riparia	96939	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/353/265/GCF_004353265.1_EGFV_Vit.rip_1.0/GCF_004353265.1_EGFV_Vit.rip_1.0_genomic.gff.gz
GCA_030254885.1_VITMroCarlos_v1.3_genomic	GCA_030254885.1	VITMroCarlos_v1.3	Vitis rotundifolia	103349	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/885/GCA_030254885.1_VITMroCarlos_v1.3/GCA_030254885.1_VITMroCarlos_v1.3_genomic.gff.gz
GCF_030704535.1_ASM3070453v1_genomic	GCF_030704535.1	ASM3070453v1	Vitis vinifera	29760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/704/535/GCF_030704535.1_ASM3070453v1/GCF_030704535.1_ASM3070453v1_genomic.gff.gz
GCF_000003745.3_12X_genomic	GCF_000003745.3	12X	Vitis vinifera	29760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.3_12X/GCF_000003745.3_12X_genomic.gff.gz
GCA_000003745.2_12X_genomic	GCA_000003745.2	12X	Vitis vinifera	29760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/745/GCA_000003745.2_12X/GCA_000003745.2_12X_genomic.gff.gz
GCA_030704535.1_ASM3070453v1_genomic	GCA_030704535.1	ASM3070453v1	Vitis vinifera	29760	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/535/GCA_030704535.1_ASM3070453v1/GCA_030704535.1_ASM3070453v1_genomic.gff.gz
GCF_018345385.1_ASM1834538v1_genomic	GCF_018345385.1	ASM1834538v1	Vulpes lagopus	494514	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/345/385/GCF_018345385.1_ASM1834538v1/GCF_018345385.1_ASM1834538v1_genomic.gff.gz
GCF_963576615.1_tzWatSuba1.1_genomic	GCF_963576615.1	tzWatSuba1.1	Watersipora subatra	2589382	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/576/615/GCF_963576615.1_tzWatSuba1.1/GCF_963576615.1_tzWatSuba1.1_genomic.gff.gz
GCF_029784165.1_ASM2978416v1_genomic	GCF_029784165.1	ASM2978416v1	Wyeomyia smithii	174621	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/784/165/GCF_029784165.1_ASM2978416v1/GCF_029784165.1_ASM2978416v1_genomic.gff.gz
GCA_020796215.1_XSv2.1f_genomic	GCA_020796215.1	XSv2.1f	Xanthoceras sorbifolium	99658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/796/215/GCA_020796215.1_XSv2.1f/GCA_020796215.1_XSv2.1f_genomic.gff.gz
GCF_017654675.1_Xenopus_laevis_v10.1_genomic	GCF_017654675.1	Xenopus_laevis_v10.1	Xenopus laevis	8355	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/654/675/GCF_017654675.1_Xenopus_laevis_v10.1/GCF_017654675.1_Xenopus_laevis_v10.1_genomic.gff.gz
GCF_001663975.1_Xenopus_laevis_v2_genomic	GCF_001663975.1	Xenopus_laevis_v2	Xenopus laevis	8355	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/975/GCF_001663975.1_Xenopus_laevis_v2/GCF_001663975.1_Xenopus_laevis_v2_genomic.gff.gz
GCA_001663975.1_Xenopus_laevis_v2_genomic	GCA_001663975.1	Xenopus_laevis_v2	Xenopus laevis	8355	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/975/GCA_001663975.1_Xenopus_laevis_v2/GCA_001663975.1_Xenopus_laevis_v2_genomic.gff.gz
GCF_000004195.4_UCB_Xtro_10.0_genomic	GCF_000004195.4	UCB_Xtro_10.0	Xenopus tropicalis	8364	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/195/GCF_000004195.4_UCB_Xtro_10.0/GCF_000004195.4_UCB_Xtro_10.0_genomic.gff.gz
GCA_000004195.4_UCB_Xtro_10.0_genomic	GCA_000004195.4	UCB_Xtro_10.0	Xenopus tropicalis	8364	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/195/GCA_000004195.4_UCB_Xtro_10.0/GCA_000004195.4_UCB_Xtro_10.0_genomic.gff.gz
GCF_016859285.1_ASM1685928v1_genomic	GCF_016859285.1	ASM1685928v1	Xiphias gladius	8245	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/859/285/GCF_016859285.1_ASM1685928v1/GCF_016859285.1_ASM1685928v1_genomic.gff.gz
GCF_001444195.1_X_couchianus-1.0_genomic	GCF_001444195.1	X_couchianus-1.0	Xiphophorus couchianus	32473	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/195/GCF_001444195.1_X_couchianus-1.0/GCF_001444195.1_X_couchianus-1.0_genomic.gff.gz
GCF_003331165.1_Xiphophorus_hellerii-4.1_genomic	GCF_003331165.1	Xiphophorus_hellerii-4.1	Xiphophorus hellerii	8084	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/331/165/GCF_003331165.1_Xiphophorus_hellerii-4.1/GCF_003331165.1_Xiphophorus_hellerii-4.1_genomic.gff.gz
GCF_002775205.1_X_maculatus-5.0-male_genomic	GCF_002775205.1	X_maculatus-5.0-male	Xiphophorus maculatus	8083	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/775/205/GCF_002775205.1_X_maculatus-5.0-male/GCF_002775205.1_X_maculatus-5.0-male_genomic.gff.gz
GCF_025860055.1_RBS_HiC_50CHRs_genomic	GCF_025860055.1	RBS_HiC_50CHRs	Xyrauchen texanus	154827	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/860/055/GCF_025860055.1_RBS_HiC_50CHRs/GCF_025860055.1_RBS_HiC_50CHRs_genomic.gff.gz
GCA_962446985.1_fXyrNov1.1_genomic	GCA_962446985.1	fXyrNov1.1	Xyrichtys novacula	13765	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/962/446/985/GCA_962446985.1_fXyrNov1.1/GCA_962446985.1_fXyrNov1.1_genomic.gff.gz
