assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCF_012275295.1	bMelUnd1.mat.Z	13146	Melopsittacus undulatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/295/GCF_012275295.1_bMelUnd1.mat.Z/GCF_012275295.1_bMelUnd1.mat.Z_genomic.gff.gz	gff	2024-11-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.3	2024-11-06	78d8d82297968b1d42e400fc5d64fb1d
GCF_028018845.1	bMelGeo1.pri	44398	Melospiza georgiana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/018/845/GCF_028018845.1_bMelGeo1.pri/GCF_028018845.1_bMelGeo1.pri_genomic.gff.gz	gff	2023-07-03	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-07-06	930096e609a23caea50e098d27fe403e
GCF_035770615.1	bMelMel2.pri	1914991	Melospiza melodia melodia	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/770/615/GCF_035770615.1_bMelMel2.pri/GCF_035770615.1_bMelMel2.pri_genomic.gff.gz	gff	2024-02-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-02-22	2458727970769c1151107dadfee2492e
GCF_021730395.1	MADL_Memer_1	6596	Mercenaria mercenaria	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/730/395/GCF_021730395.1_MADL_Memer_1/GCF_021730395.1_MADL_Memer_1_genomic.gff.gz	gff	2023-01-14	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-10	acfccb641206d00c8741b4b868bdaae3
GCF_937616625.2	ddMerAnnu1.2	3986	Mercurialis annua	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/616/625/GCF_937616625.2_ddMerAnnu1.2/GCF_937616625.2_ddMerAnnu1.2_genomic.gff.gz	gff	2023-05-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-05-18	6e3d6f35f06cd3a7d19b4d5c98eba12e
GCF_030254825.1	Bangor_MerUng_6.1	10047	Meriones unguiculatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/825/GCF_030254825.1_Bangor_MerUng_6.1/GCF_030254825.1_Bangor_MerUng_6.1_genomic.gff.gz	gff	2023-10-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-10-26	94536bd90c787fba0391a52a6bd4f1bb
GCF_013426205.1	ASM1342620v1	500148	Metarhizium brunneum	RefSeq	Swansea University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/426/205/GCF_013426205.1_ASM1342620v1/GCF_013426205.1_ASM1342620v1_genomic.gff.gz	gff	2024-06-26	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-06-27	539b303cc975cf56754aa3aec5b83d06
GCF_019925205.1	ASM1992520v1	44670	Metopolophium dirhodum	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/925/205/GCF_019925205.1_ASM1992520v1/GCF_019925205.1_ASM1992520v1_genomic.gff.gz	gff	2023-11-09	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-11-16	c0023cb62232c66c8218140871898f0a
GCF_901765095.1	aMicUni1.1	1415580	Microcaecilia unicolor	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/765/095/GCF_901765095.1_aMicUni1.1/GCF_901765095.1_aMicUni1.1_genomic.gff.gz	gff	2019-07-29	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.2	2022-09-28	24f478dc4cf58acc65c490a24e77d588
GCF_040939455.1	M.murinus_Inina_mat1.0	30608	Microcebus murinus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/939/455/GCF_040939455.1_M.murinus_Inina_mat1.0/GCF_040939455.1_M.murinus_Inina_mat1.0_genomic.gff.gz	gff	2025-07-31	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.4	2025-08-07	f3a50ee625072d1a5235f8ff24f89b1f
GCF_000090985.2	ASM9098v2	296587	Micromonas commoda	RefSeq	Micromonas genome consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/985/GCF_000090985.2_ASM9098v2/GCF_000090985.2_ASM9098v2_genomic.gff.gz	gff	2023-04-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2023-06-20	7ccaed5bd31633f310d54337c40f5778
GCF_026212275.2	iyMicDemo2.1a	69319	Microplitis demolitor	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/212/275/GCF_026212275.2_iyMicDemo2.1a/GCF_026212275.2_iyMicDemo2.1a_genomic.gff.gz	gff	2023-02-16	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-18	71200bd974f37bd8bf3c5409785133e2
GCF_029852145.1	iyMicMedi2.1	375433	Microplitis mediator	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/852/145/GCF_029852145.1_iyMicMedi2.1/GCF_029852145.1_iyMicMedi2.1_genomic.gff.gz	gff	2023-06-14	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-06-21	289066b85f5126829ceff38baac5c431
GCF_021292245.1	ASM2129224v1	147949	Micropterus dolomieu	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/292/245/GCF_021292245.1_ASM2129224v1/GCF_021292245.1_ASM2129224v1_genomic.gff.gz	gff	2022-01-26	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-01-28	8f1bb85c20d16c7ea2f2786fff94963b
GCF_000317375.1	MicOch1.0	79684	Microtus ochrogaster	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/375/GCF_000317375.1_MicOch1.0/GCF_000317375.1_MicOch1.0_genomic.gff.gz	gff	2018-10-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.1	2019-06-24	b624f7953b4348b8c5e6b0070b638ebf
GCF_037038515.1	mMicPen1.hap1	10058	Microtus pennsylvanicus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/038/515/GCF_037038515.1_mMicPen1.hap1/GCF_037038515.1_mMicPen1.hap1_genomic.gff.gz	gff	2025-08-05	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-08-07	df03a1148d27e8c062fbb4902258ecb4
GCF_019320115.1	ASM1932011v1	154761	Miscanthus floridulus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/320/115/GCF_019320115.1_ASM1932011v1/GCF_019320115.1_ASM1932011v1_genomic.gff.gz	gff	2024-07-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-07-18	a538fe0956c968a1d0c3f5f0a440d337
GCF_027580225.2	ASM2758022v2	75329	Misgurnus anguillicaudatus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.2_ASM2758022v2/GCF_027580225.2_ASM2758022v2_genomic.gff.gz	gff	2025-04-24	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-05-08	3163a04379f4e1db4f0463d4f33173a6
GCF_038048845.1	aMixFle1.hap1	3061075	Mixophyes fleayi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/048/845/GCF_038048845.1_aMixFle1.hap1/GCF_038048845.1_aMixFle1.hap1_genomic.gff.gz	gff	2025-07-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-14	33c9c127e4f12ac9c751d4f6e22a1490
GCF_030028105.1	sMobBir1.hap1	1983395	Mobula birostris	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/028/105/GCF_030028105.1_sMobBir1.hap1/GCF_030028105.1_sMobBir1.hap1_genomic.gff.gz	gff	2025-03-17	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-03-19	b3e3cade478cef1ed60781ff140e8186
GCF_963921235.1	sMobHyp1.1	723540	Mobula hypostoma	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/921/235/GCF_963921235.1_sMobHyp1.1/GCF_963921235.1_sMobHyp1.1_genomic.gff.gz	gff	2024-02-14	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-02-23	18fcec1db21a686b6d689cdcc324dd9b
GCF_037042795.1	BPBGC_Maene_1.0	84833	Molothrus aeneus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/042/795/GCF_037042795.1_BPBGC_Maene_1.0/GCF_037042795.1_BPBGC_Maene_1.0_genomic.gff.gz	gff	2024-07-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-07-17	f57b3f6b3eb312c9bf3efe79eb08f66b
GCF_012460135.2	BPBGC_Mater_1.1	84834	Molothrus ater	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/460/135/GCF_012460135.2_BPBGC_Mater_1.1/GCF_012460135.2_BPBGC_Mater_1.1_genomic.gff.gz	gff	2023-03-22	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-03-24	6013b6fcc653c3fe6da237924604979d
GCF_027887165.1	mMonDom1.pri	13616	Monodelphis domestica	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri/GCF_027887165.1_mMonDom1.pri_genomic.gff.gz	gff	2023-05-17	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.1	2023-06-06	cf244ca5c1ce7c331244ef8fa7345f89
GCF_013373865.1	ASM1337386v2	307658	Monomorium pharaonis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/373/865/GCF_013373865.1_ASM1337386v2/GCF_013373865.1_ASM1337386v2_genomic.gff.gz	gff	2020-09-21	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2020-09-30	6df92ecbde319a7d92b9a625f16ee0b5
GCF_036669925.1	ASM3666992v2	246305	Montipora capricornis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/669/925/GCF_036669925.1_ASM3666992v2/GCF_036669925.1_ASM3666992v2_genomic.gff.gz	gff	2024-09-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-10-01	8f32ec9e11f25e697052c809ad85fd3a
GCF_036669935.1	ASM3666993v2	591990	Montipora foliosa	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/669/935/GCF_036669935.1_ASM3666993v2/GCF_036669935.1_ASM3666993v2_genomic.gff.gz	gff	2024-09-27	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-10-01	d6d6194eaa833f8d935a410754aea7f9
GCF_015832195.1	Motacilla_alba_V1.0_pri	1094192	Motacilla alba alba	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/832/195/GCF_015832195.1_Motacilla_alba_V1.0_pri/GCF_015832195.1_Motacilla_alba_V1.0_pri_genomic.gff.gz	gff	2020-12-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.5	2022-09-28	7ee7ddf2e3ac1b29dbc312d3ba93db7a
GCF_022458985.1	CIBA_Mcephalus_1.1	48193	Mugil cephalus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/458/985/GCF_022458985.1_CIBA_Mcephalus_1.1/GCF_022458985.1_CIBA_Mcephalus_1.1_genomic.gff.gz	gff	2022-04-04	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-04-08	90d3c4d0c8ac4782c1b8e55f5a4ce2e1
GCF_963930625.1	mMunRee1.1	9886	Muntiacus reevesi	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/930/625/GCF_963930625.1_mMunRee1.1/GCF_963930625.1_mMunRee1.1_genomic.gff.gz	gff	2024-06-21	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-06-23	f236cee668dba2bbc3afa175e51e10fa
GCF_900094665.2	CAROLI_EIJ_v1.1	10089	Mus caroli	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/665/GCF_900094665.2_CAROLI_EIJ_v1.1/GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.gff.gz	gff	2019-06-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.2	2023-03-21	80148ce4817bac45e2069b0acc5a3a47
GCF_000001635.27	GRCm39	10090	Mus musculus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/635/GCF_000001635.27_GRCm39/GCF_000001635.27_GRCm39_genomic.gff.gz	gff	2024-02-01	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; RefSeqFE; cmsearch; tRNAscan-SE	10.2	2024-02-08	5498a8cb9e5ab340633652d358a384a5
GCF_900095145.1	PAHARI_EIJ_v1.1	10093	Mus pahari	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/145/GCF_900095145.1_PAHARI_EIJ_v1.1/GCF_900095145.1_PAHARI_EIJ_v1.1_genomic.gff.gz	gff	2019-06-14	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.2	2019-12-11	f7d8f87813d405e91f066eb474e881f8
GCF_036884655.1	Cavendish_Baxijiao_AAA	214697	Musa acuminata AAA Group	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/884/655/GCF_036884655.1_Cavendish_Baxijiao_AAA/GCF_036884655.1_Cavendish_Baxijiao_AAA_genomic.gff.gz	gff	2024-05-01	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon; cmsearch; tRNAscan-SE	10.2	2024-05-11	56e87341af08574475aa42f3ec2c6d0b
GCF_009829155.1	mMusErm1.Pri	36723	Mustela erminea	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/829/155/GCF_009829155.1_mMusErm1.Pri/GCF_009829155.1_mMusErm1.Pri_genomic.gff.gz	gff	2020-01-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2022-09-28	812eba190bd22237fe72a8bbbca812fe
GCF_030435805.1	mMusLut2.pri	9666	Mustela lutreola	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/435/805/GCF_030435805.1_mMusLut2.pri/GCF_030435805.1_mMusLut2.pri_genomic.gff.gz	gff	2023-08-23	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-08-24	91c92b636fa8646987ed7c22501bf2c6
GCF_022355385.1	MUSNIG.SB6536	77151	Mustela nigripes	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/355/385/GCF_022355385.1_MUSNIG.SB6536/GCF_022355385.1_MUSNIG.SB6536_genomic.gff.gz	gff	2023-09-07	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-09-15	4a2be74698260297b36ffc5b2fa5c19b
GCF_026914265.1	ASM2691426v1	6604	Mya arenaria	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/914/265/GCF_026914265.1_ASM2691426v1/GCF_026914265.1_ASM2691426v1_genomic.gff.gz	gff	2023-01-06	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-01-14	871ce6dab9f1d38a5175fa2c2460ab34
GCF_000328475.2	Umaydis521_2.0	5270	Mycosarcoma maydis	RefSeq	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/475/GCF_000328475.2_Umaydis521_2.0/GCF_000328475.2_Umaydis521_2.0_genomic.gff.gz	gff	2024-12-03	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-12-10	f9008fa920468ea5e6ab38f59c869422
GCF_035582795.1	USCA_MyAme_1.0	33587	Mycteria americana	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/582/795/GCF_035582795.1_USCA_MyAme_1.0/GCF_035582795.1_USCA_MyAme_1.0_genomic.gff.gz	gff	2025-07-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-22	90eda3e2e6f94f6b2d00dfbf664d31f3
GCF_963259705.1	mMyoDau2.1	98922	Myotis daubentonii	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/259/705/GCF_963259705.1_mMyoDau2.1/GCF_963259705.1_mMyoDau2.1_genomic.gff.gz	gff	2023-09-20	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-09-21	8703768ca0d2df9ff32b9922d0c83c1c
GCF_902150065.1	fMyrMur1.1	586833	Myripristis murdjan	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/150/065/GCF_902150065.1_fMyrMur1.1/GCF_902150065.1_fMyrMur1.1_genomic.gff.gz	gff	2025-07-03	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-08	3d8e39d124bb89cc1d7c2786a372815f
GCF_963676685.1	xbMytEdul2.2	6550	Mytilus edulis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/676/685/GCF_963676685.1_xbMytEdul2.2/GCF_963676685.1_xbMytEdul2.2_genomic.gff.gz	gff	2025-02-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2025-02-15	56d867b02a5284467367d3074d5ea80f
GCF_965363235.1	xbMytGall1.hap1.1	29158	Mytilus galloprovincialis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/363/235/GCF_965363235.1_xbMytGall1.hap1.1/GCF_965363235.1_xbMytGall1.hap1.1_genomic.gff.gz	gff	2025-08-13	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-08-15	4f8126c9af72191c7ce33d378440c372
GCF_036588685.1	PNRI_Mtr1.1.1.hap1	6551	Mytilus trossulus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/588/685/GCF_036588685.1_PNRI_Mtr1.1.1.hap1/GCF_036588685.1_PNRI_Mtr1.1.1.hap1_genomic.gff.gz	gff	2024-02-29	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2024-03-06	ce97e4241118cb4e097900315c474504
GCF_040869285.1	UKY_Mglu_1.0	7769	Myxine glutinosa	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/869/285/GCF_040869285.1_UKY_Mglu_1.0/GCF_040869285.1_UKY_Mglu_1.0_genomic.gff.gz	gff	2024-08-29	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-09-04	e1c2ed2d6c6a4a6981e7c593028f6e27
GCF_019703515.2	UBuf_Myxa_2	70543	Myxocyprinus asiaticus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.gff.gz	gff	2023-02-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.1	2023-02-27	a570232fd6ce86ab3bf2c9edc914d2aa
GCF_010111755.1	ASM1011175v1	5478	Nakaseomyces glabratus	RefSeq	Johns Hopkins Medical Institution	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/111/755/GCF_010111755.1_ASM1011175v1/GCF_010111755.1_ASM1011175v1_genomic.gff.gz	gff	2025-07-15	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-07-15	0c513154ff6b04485db45e3665b831aa
GCF_036971445.1	sNarBan1.hap1	1343680	Narcine bancroftii	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/971/445/GCF_036971445.1_sNarBan1.hap1/GCF_036971445.1_sNarBan1.hap1_genomic.gff.gz	gff	2024-11-13	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-11-20	0cfe396b49b3144e837a8f1f44d3eb1e
GCF_009193385.2	Nvit_psr_1.1	7425	Nasonia vitripennis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/193/385/GCF_009193385.2_Nvit_psr_1.1/GCF_009193385.2_Nvit_psr_1.1_genomic.gff.gz	gff	2020-02-12	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	8.3	2020-03-01	25bb4f0763af38dba6a941ad003f7e74
GCF_965152275.1	rNatDep2.hap1	27790	Natator depressus	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/965/152/275/GCF_965152275.1_rNatDep2.hap1/GCF_965152275.1_rNatDep2.hap1_genomic.gff.gz	gff	2025-07-02	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.4	2025-07-08	15e992ebf74aba4674f083a6871491f7
GCF_000237345.1	ASM23734v1	27288	Naumovozyma castellii	RefSeq	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/237/345/GCF_000237345.1_ASM23734v1/GCF_000237345.1_ASM23734v1_genomic.gff.gz	gff	2025-07-15	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-07-15	0f92b500ad8de675d1723a5d0f6ddc07
GCF_000227115.2	ASM22711v2	1071378	Naumovozyma dairenensis CBS 421	RefSeq	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin, Ireland	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/115/GCF_000227115.2_ASM22711v2/GCF_000227115.2_ASM22711v2_genomic.gff.gz	gff	2025-07-15	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2025-07-15	9058ad9be67818757654bcad587a6c5f
GCF_031761385.1	Nec_am_Ar_1.0	51031	Necator americanus	RefSeq	Cornell University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/761/385/GCF_031761385.1_Nec_am_Ar_1.0/GCF_031761385.1_Nec_am_Ar_1.0_genomic.gff.gz	gff	2024-04-01	2025-09-09	Eukaryotic Annotation Propagation Pipeline			2024-04-02	5826fcb00e4839b6fc00b117b1c5131d
GCF_014905685.2	NemWhi1	451745	Nematolebias whitei	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/905/685/GCF_014905685.2_NemWhi1/GCF_014905685.2_NemWhi1_genomic.gff.gz	gff	2021-07-25	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; propagated RefSeq model	9.0	2021-07-29	91f36a5e08f8d547a319ecdc6237be30
GCF_932526225.1	jaNemVect1.1	45351	Nematostella vectensis	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/932/526/225/GCF_932526225.1_jaNemVect1.1/GCF_932526225.1_jaNemVect1.1_genomic.gff.gz	gff	2022-06-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-06-21	354cd2adc2a8f93f43656c91934fce8e
GCF_027579695.1	fNeoGra1.pri	443677	Neoarius graeffei	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/579/695/GCF_027579695.1_fNeoGra1.pri/GCF_027579695.1_fNeoGra1.pri_genomic.gff.gz	gff	2023-11-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.2	2023-11-14	aa551cffa63dbc294b1eabdb397293e7
GCF_021155785.1	iyNeoFabr1.1	2872261	Neodiprion fabricii	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/155/785/GCF_021155785.1_iyNeoFabr1.1/GCF_021155785.1_iyNeoFabr1.1_genomic.gff.gz	gff	2022-02-01	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-02-09	2ad6d60ddeb809c73985892c9d199580
GCF_021901455.1	iyNeoLeco1.1	441921	Neodiprion lecontei	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/901/455/GCF_021901455.1_iyNeoLeco1.1/GCF_021901455.1_iyNeoLeco1.1_genomic.gff.gz	gff	2022-02-10	2025-09-09	NCBI eukaryotic genome annotation pipeline	Best-placed RefSeq; Gnomon	9.0	2022-02-17	deef364c41de97ded02c7843b03052f4
GCF_021155775.2	iyNeoPine1.2	441929	Neodiprion pinetum	RefSeq	NCBI RefSeq	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/155/775/GCF_021155775.2_iyNeoPine1.2/GCF_021155775.2_iyNeoPine1.2_genomic.gff.gz	gff	2024-10-11	2025-09-09	NCBI eukaryotic genome annotation pipeline	Gnomon; cmsearch; tRNAscan-SE	10.3	2024-10-18	ddb0d7798dfa4302604b463fb89b29b9
