assembly_accession	assembly_name	taxon_id	organism_name	source_database	annotation_provider	access_url	file_format	release_date	retrieval_date	pipeline_name	pipeline_method	pipeline_version	last_modified_date	md5_checksum
GCA_011763835.1	ASM1176383v1	936053	Rhizopus delemar	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/835/GCA_011763835.1_ASM1176383v1/GCA_011763835.1_ASM1176383v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2022-02-13	ce27a53a844581f4517cc10ed10a4a42
GCA_011763895.1	ASM1176389v1	936053	Rhizopus delemar	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/895/GCA_011763895.1_ASM1176389v1/GCA_011763895.1_ASM1176389v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2022-02-13	e20896f32f60702f6ac12df875104182
GCA_011763855.1	ASM1176385v1	936053	Rhizopus delemar	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/855/GCA_011763855.1_ASM1176385v1/GCA_011763855.1_ASM1176385v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2022-02-13	8a2d3f36a6d94de989017501a0b9080f
GCA_011762625.1	ASM1176262v1	58291	Rhizopus microsporus	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/625/GCA_011762625.1_ASM1176262v1/GCA_011762625.1_ASM1176262v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2021-09-26	1c95bc2f1df6e4c3752c3d6581c8b9e3
GCA_002083735.1	Rhimi_ATCC11559_1	58291	Rhizopus microsporus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/735/GCA_002083735.1_Rhimi_ATCC11559_1/GCA_002083735.1_Rhimi_ATCC11559_1_genomic.gff.gz	gff	2017-04-12	2026-01-13				2019-06-18	2f994d3ba21458b04c90962949b27ae0
GCA_046865755.1	Rhimi59_2	58291	Rhizopus microsporus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/865/755/GCA_046865755.1_Rhimi59_2/GCA_046865755.1_Rhimi59_2_genomic.gff.gz	gff	2025-01-21	2026-01-13				2025-01-22	8e9ac91bf67f980aafac67cacd04c097
GCA_011764145.1	ASM1176414v1	936053	Rhizopus delemar	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/145/GCA_011764145.1_ASM1176414v1/GCA_011764145.1_ASM1176414v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2022-02-13	2c12210c3716a7838e3120481727dc63
GCA_011763915.1	ASM1176391v1	936053	Rhizopus delemar	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/915/GCA_011763915.1_ASM1176391v1/GCA_011763915.1_ASM1176391v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2022-02-13	328eb2e607f3fb701fb260681b1a3bf5
GCA_002083745.1	Rhimi_ATCC52814_1	86635	Rhizopus microsporus var. microsporus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/745/GCA_002083745.1_Rhimi_ATCC52814_1/GCA_002083745.1_Rhimi_ATCC52814_1_genomic.gff.gz	gff	2017-04-12	2026-01-13				2019-06-18	cc3f8ea355d59fcbd559cfcc1f6ef476
GCA_000149305.1	RO3	246409	Rhizopus delemar RA 99-880	GenBank	Broad Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/305/GCA_000149305.1_RO3/GCA_000149305.1_RO3_genomic.gff.gz	gff	2015-03-23	2026-01-13				2021-09-26	4e4eb343c50f40ba068488b88c5f6053
GCA_002708625.1	Rhimi1_1	1340429	Rhizopus microsporus ATCC 52813	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/708/625/GCA_002708625.1_Rhimi1_1/GCA_002708625.1_Rhimi1_1_genomic.gff.gz	gff	2017-10-31	2026-01-13				2019-06-21	85e413305fa34dcdfbc640e56d48cf0f
GCA_011762635.1	ASM1176263v1	58291	Rhizopus microsporus	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/762/635/GCA_011762635.1_ASM1176263v1/GCA_011762635.1_ASM1176263v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2021-09-26	48eb92321214152291af26dc7ec9f35d
GCA_003325415.1	Rstol_CA	4846	Rhizopus stolonifer	GenBank	University of California, Riverside	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/415/GCA_003325415.1_Rstol_CA/GCA_003325415.1_Rstol_CA_genomic.gff.gz	gff	2018-07-17	2026-01-13				2021-09-17	52f08eb47055de69cdc66dcc3c6ad9e2
GCA_013396575.1	ASM1339657v1	58203	Rhodinocichla rosea	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/396/575/GCA_013396575.1_ASM1339657v1/GCA_013396575.1_ASM1339657v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	8f0f7a13ffa417081878b4ba8a44b097
GCA_011763565.1	ASM1176356v1	58291	Rhizopus microsporus	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/565/GCA_011763565.1_ASM1176356v1/GCA_011763565.1_ASM1176356v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2021-09-18	363da5132e847a3e8126d6a7ea2b5b76
GCA_011764045.1	ASM1176404v1	58291	Rhizopus microsporus	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/764/045/GCA_011764045.1_ASM1176404v1/GCA_011764045.1_ASM1176404v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2021-09-24	c791643c3eaac1af8ea8912de52c2ad3
GCA_015501585.1	Rhobut1_1	206335	Rhodocollybia butyracea	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/501/585/GCA_015501585.1_Rhobut1_1/GCA_015501585.1_Rhobut1_1_genomic.gff.gz	gff	2020-11-16	2026-01-13				2020-12-08	385bcbd423fa1917644c25d190e5f5a3
GCA_011763475.1	ASM1176347v1	58291	Rhizopus microsporus	GenBank	J Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/763/475/GCA_011763475.1_ASM1176347v1/GCA_011763475.1_ASM1176347v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2021-09-26	d2ee3d64608a04b337f3505909b30f43
GCA_000825725.1	Rmicro_CBS_344.29_Allpaths-LG	58291	Rhizopus microsporus	GenBank	HKI JENA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/825/725/GCA_000825725.1_Rmicro_CBS_344.29_Allpaths-LG/GCA_000825725.1_Rmicro_CBS_344.29_Allpaths-LG_genomic.gff.gz	gff	2014-12-05	2026-01-13				2021-09-27	a8f5838b3a470d72a04ffa043503512f
GCA_030522465.2	ASM3052246v2	34631	Rhipicephalus appendiculatus	GenBank	Clinglobal	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/522/465/GCA_030522465.2_ASM3052246v2/GCA_030522465.2_ASM3052246v2_genomic.gff.gz	gff	2024-08-12	2026-01-13				2024-08-13	f15f1442ba1a1a77d09ad4d83f8ce93a
GCA_022264815.1	Fomros1	34475	Rhodofomes roseus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/264/815/GCA_022264815.1_Fomros1/GCA_022264815.1_Fomros1_genomic.gff.gz	gff	2022-02-15	2026-01-13				2022-05-11	ac77a9306501eda1b519a9df956c33d2
GCA_029953675.1	rmar_v1	101924	Rhodosorus marinus	GenBank	Sungkyunkwan University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/953/675/GCA_029953675.1_rmar_v1/GCA_029953675.1_rmar_v1_genomic.gff.gz	gff	2023-05-08	2026-01-13				2023-05-09	07106cba990feb8a8c3127354b61f1ff
GCA_050403065.1	Rs_ruineniae_JCM8097v1	168509	Rhodosporidiobolus odoratus	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/065/GCA_050403065.1_Rs_ruineniae_JCM8097v1/GCA_050403065.1_Rs_ruineniae_JCM8097v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	c4b0e3f95684faaeec6f6412e57e76e8
GCA_015832375.1	TUM_RhoPla_FPRL280	104341	Rhodonia placenta	GenBank	Technical University Munich	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/832/375/GCA_015832375.1_TUM_RhoPla_FPRL280/GCA_015832375.1_TUM_RhoPla_FPRL280_genomic.gff.gz	gff	2020-12-08	2026-01-13				2025-02-14	ea9e7293d22a582a45df9bc89f5cdb76
GCA_050403005.1	Rs_nylandii_JCM10213v1	100910	Rhodosporidiobolus nylandii	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/005/GCA_050403005.1_Rs_nylandii_JCM10213v1/GCA_050403005.1_Rs_nylandii_JCM10213v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	6e59077d5b5963bf7ff06239b2186609
GCA_004679265.1	ASM467926v1	34475	Rhodofomes roseus	GenBank	IHI Zittau / TU Dresden	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/679/265/GCA_004679265.1_ASM467926v1/GCA_004679265.1_ASM467926v1_genomic.gff.gz	gff	2019-04-05	2026-01-13				2022-05-10	5d2fe1de48297d5563604daa36776257
GCA_050403025.1	Rs_odoratus_JCM11641v1	100911	Rhodosporidiobolus poonsookiae	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/025/GCA_050403025.1_Rs_odoratus_JCM11641v1/GCA_050403025.1_Rs_odoratus_JCM11641v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	53b5e9652f2674a6653e4b6786cbd525
GCA_050402965.1	Rs_lusitaniae_JCM8547v1	33191	Rhodosporidiobolus lusitaniae	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/402/965/GCA_050402965.1_Rs_lusitaniae_JCM8547v1/GCA_050402965.1_Rs_lusitaniae_JCM8547v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	9da27f3f3248e5e7427ffeece38d8c72
GCA_016584205.1	ASM1658420v1	5537	Rhodotorula mucilaginosa	GenBank	SysMilk	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/584/205/GCA_016584205.1_ASM1658420v1/GCA_016584205.1_ASM1658420v1_genomic.gff.gz	gff	2021-01-08	2026-01-13				2021-01-08	ab4863f26aa242a54d2fe1a49d9c9ae5
GCA_001329695.1	Rhoba1_1	578459	Rhodotorula graminis WP1	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/329/695/GCA_001329695.1_Rhoba1_1/GCA_001329695.1_Rhoba1_1_genomic.gff.gz	gff	2015-10-19	2026-01-13				2021-09-27	1e1caf03fe4850976128ba8315632d75
GCA_006352295.1	UMAN_Rdio_1.0	5288	Rhodotorula diobovata	GenBank	University of Manitoba	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/295/GCA_006352295.1_UMAN_Rdio_1.0/GCA_006352295.1_UMAN_Rdio_1.0_genomic.gff.gz	gff	2019-06-18	2026-01-13				2022-12-26	c6be52be5eaf8c3c222f7d9f11683ef5
GCA_050403205.1	Rt_paludigena_JCM10292v1	86838	Rhodotorula paludigena	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/205/GCA_050403205.1_Rt_paludigena_JCM10292v1/GCA_050403205.1_Rt_paludigena_JCM10292v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	745c8312f83392f7fde28a1f51316dae
GCA_005059875.1	ASM505987v1	1965284	Rhodotorula sp. CCFEE 5036	GenBank	University of California, Riverside	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/059/875/GCA_005059875.1_ASM505987v1/GCA_005059875.1_ASM505987v1_genomic.gff.gz	gff	2019-05-02	2026-01-13				2019-05-02	b918d30f7eb30531061fa21f70b05603
GCA_001541205.1	Rhosp1	1305733	Rhodotorula sp. JG-1b	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/205/GCA_001541205.1_Rhosp1/GCA_001541205.1_Rhosp1_genomic.gff.gz	gff	2016-01-26	2026-01-13				2020-03-18	50b0f367b8cba5fcac1fe6bd3a310f9c
GCA_036244875.1	ASM3624487v1	86838	Rhodotorula paludigena	GenBank	Research Center for Advanced Analysis, National Agriculture and Food Research Organization	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/244/875/GCA_036244875.1_ASM3624487v1/GCA_036244875.1_ASM3624487v1_genomic.gff.gz	gff	2023-10-03	2026-01-13				2024-01-30	68e196293f9e1968dbc6a3eb1f8d13a3
GCA_002922495.1	ASM292249v1	741276	Rhodotorula taiwanensis	GenBank	Lawrence Livermore National Laboratory	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/922/495/GCA_002922495.1_ASM292249v1/GCA_002922495.1_ASM292249v1_genomic.gff.gz	gff	2018-02-07	2026-01-13				2019-06-22	d4aa28a832f0565573a9109953492088
GCA_003234015.1	ASM323401v1	5286	Rhodotorula toruloides	GenBank	INRA UMR 1319	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/234/015/GCA_003234015.1_ASM323401v1/GCA_003234015.1_ASM323401v1_genomic.gff.gz	gff	2015-03-05	2026-01-13				2021-09-25	190bd540715236367d582a158004b8d4
GCA_000988875.2	ASM98887v2	5286	Rhodotorula toruloides	GenBank	University of California, Berkeley	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/988/875/GCA_000988875.2_ASM98887v2/GCA_000988875.2_ASM98887v2_genomic.gff.gz	gff	2018-03-14	2026-01-13				2020-12-20	04831129d812b6981dbf7dc297b99b0c
GCA_050403105.1	Rt_babjevae_JCM9279v1	86837	Rhodotorula babjevae	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/105/GCA_050403105.1_Rt_babjevae_JCM9279v1/GCA_050403105.1_Rt_babjevae_JCM9279v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	ea03521428f798609a8cf7080832b1b6
GCA_029694785.1	ASM2969478v1	5286	Rhodotorula toruloides	GenBank	Seoul National University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/694/785/GCA_029694785.1_ASM2969478v1/GCA_029694785.1_ASM2969478v1_genomic.gff.gz	gff	2023-04-12	2026-01-13				2023-04-12	c9f77447581a9cd84b67a0c5deac2213
GCA_007990605.1	Rt10032-v1	5286	Rhodotorula toruloides	GenBank	Nagaoka University of Technology	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/605/GCA_007990605.1_Rt10032-v1/GCA_007990605.1_Rt10032-v1_genomic.gff.gz	gff	2019-07-19	2026-01-13				2019-08-14	fa82f2e9f4cb57782d3b2dda540b72d4
GCA_050402905.1	Rs_azoricus_JCM11251v1	145577	Rhodosporidiobolus azoricus	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/402/905/GCA_050402905.1_Rs_azoricus_JCM11251v1/GCA_050402905.1_Rs_azoricus_JCM11251v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	12b12c2e4ce434686af0fddec8eee5ca
GCA_051308255.1	Rhoto_ATCC26217_1	5286	Rhodotorula toruloides	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/308/255/GCA_051308255.1_Rhoto_ATCC26217_1/GCA_051308255.1_Rhoto_ATCC26217_1_genomic.gff.gz	gff	2025-07-14	2026-01-13				2025-07-15	99ad8eede2a55841c5aaf790b88eaafe
GCA_034509285.1	ASM3450928v1	5286	Rhodotorula toruloides	GenBank	Lund University	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/285/GCA_034509285.1_ASM3450928v1/GCA_034509285.1_ASM3450928v1_genomic.gff.gz	gff	2023-12-21	2026-01-13				2023-12-22	69e2ee118fb7fa9de3aa0f795eb1277b
GCA_049500115.1	Rt_mucilaginosa_JCM8115v1	5537	Rhodotorula mucilaginosa	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/500/115/GCA_049500115.1_Rt_mucilaginosa_JCM8115v1/GCA_049500115.1_Rt_mucilaginosa_JCM8115v1_genomic.gff.gz	gff	2024-05-01	2026-01-13				2025-04-12	8cbf14092293b9e7c0e477b70d6696e4
GCA_965206585.1	Rhodiola_kirilowii_xh-4	203008	Rhodiola kirilowii	GenBank	Southwest University of Science and Technology	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/206/585/GCA_965206585.1_Rhodiola_kirilowii_xh-4/GCA_965206585.1_Rhodiola_kirilowii_xh-4_genomic.gff.gz	gff	2025-03-14	2026-01-13				2025-03-18	e73e46ef457fcdbe6daa33235589a8f9
GCA_000320785.2	RHOziaDV1.0	1130832	Rhodotorula toruloides NP11	GenBank	Dalian Institute of Chemical Physics	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/320/785/GCA_000320785.2_RHOziaDV1.0/GCA_000320785.2_RHOziaDV1.0_genomic.gff.gz	gff	2015-03-20	2026-01-13				2019-06-08	8cdc07d56e0a31625a1d2d7144ffa84b
GCA_014462685.1	ASM1446268v1	354439	Rhynchophorus ferrugineus	GenBank	King Abdulaziz City for Science and Technology	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/462/685/GCA_014462685.1_ASM1446268v1/GCA_014462685.1_ASM1446268v1_genomic.gff.gz	gff	2020-09-09	2026-01-13				2021-06-10	492189dcf735411df67438983e8fcbcc
GCA_050403265.1	Rt_toruloides_NBRC10513v1	5286	Rhodotorula toruloides	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/265/GCA_050403265.1_Rt_toruloides_NBRC10513v1/GCA_050403265.1_Rt_toruloides_NBRC10513v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	8a9a05ab2b46f183867d4b4f7fab1bfa
GCA_900000135.1	RMATCC62417_Allpaths-LG	58291	Rhizopus microsporus	GenBank	HKI JENA	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/000/135/GCA_900000135.1_RMATCC62417_Allpaths-LG/GCA_900000135.1_RMATCC62417_Allpaths-LG_genomic.gff.gz	gff	2015-04-10	2026-01-13				2022-12-20	de31d3e7b13a9828d567929a2e9f432e
GCA_025024175.1	Rdo_ARS_Dec2018	92692	Rhyzopertha dominica	GenBank	USDA ARS Center for Grain and Animal Health Research	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/024/175/GCA_025024175.1_Rdo_ARS_Dec2018/GCA_025024175.1_Rdo_ARS_Dec2018_genomic.gff.gz	gff	2022-09-07	2026-01-13				2022-09-07	4d81c837c76fdcee6f798218a2053f9c
GCA_000222205.2	R.glutinis2	1001064	Rhodotorula toruloides ATCC 204091	GenBank	MISSISSIPPI STATE UNIVERSITY	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/205/GCA_000222205.2_R.glutinis2/GCA_000222205.2_R.glutinis2_genomic.gff.gz	gff	2014-01-23	2026-01-13				2020-03-11	3bacb364aafa73723dd17bf638476060
GCA_050403185.1	Rt_pacifica_JCM10908v1	1495444	Rhodotorula pacifica	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/185/GCA_050403185.1_Rt_pacifica_JCM10908v1/GCA_050403185.1_Rt_pacifica_JCM10908v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	4fe92613b863299d08b72b884ff67b2d
GCA_013398095.1	ASM1339809v1	54386	Rhynochetos jubatus	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/095/GCA_013398095.1_ASM1339809v1/GCA_013398095.1_ASM1339809v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	c39770d8c72bb174bf536f64c3b8fb15
GCA_050403165.1	Rt_graminis_JCM3775v1	29898	Rhodotorula graminis	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/165/GCA_050403165.1_Rt_graminis_JCM3775v1/GCA_050403165.1_Rt_graminis_JCM3775v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	5feb126a6b7707de882ef66c116c6e86
GCA_025642075.2	R07B-5	27915	Ridgeia piscesae	GenBank	Universite de Montreal	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/642/075/GCA_025642075.2_R07B-5/GCA_025642075.2_R07B-5_genomic.gff.gz	gff	2023-09-22	2026-01-13				2023-09-29	bba9c662e462ff3838e910e1f80072d2
GCA_004355085.1	Ricmel1	50990	Rickenella mellea	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/085/GCA_004355085.1_Ricmel1/GCA_004355085.1_Ricmel1_genomic.gff.gz	gff	2019-03-20	2026-01-13				2021-09-25	e90ed48db1c7c26582cbed7ce831ac50
GCA_000151685.2	JCVI_RCG_1.1	3988	Ricinus communis	GenBank	J. Craig Venter Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/685/GCA_000151685.2_JCVI_RCG_1.1/GCA_000151685.2_JCVI_RCG_1.1_genomic.gff.gz	gff	2021-04-16	2026-01-13				2023-06-16	00295e84feec15976b29a0a3d67abf4f
GCA_029378245.1	Rorror1	1738132	Roridomyces roridus	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/378/245/GCA_029378245.1_Rorror1/GCA_029378245.1_Rorror1_genomic.gff.gz	gff	2023-03-24	2026-01-13				2023-03-24	31d48d84ecf977d62a7b06fcef54f96d
GCA_033297075.1	Poddec1	261697	Rhypophila decipiens	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/297/075/GCA_033297075.1_Poddec1/GCA_033297075.1_Poddec1_genomic.gff.gz	gff	2023-11-22	2026-01-13				2023-11-23	bc92ba233f337a49c097119115a4de34
GCA_001445595.3	Rnecatrix_2.0	77044	Rosellinia necatrix	GenBank	NARO Institute of Fruit Tree Science	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/445/595/GCA_001445595.3_Rnecatrix_2.0/GCA_001445595.3_Rnecatrix_2.0_genomic.gff.gz	gff	2017-09-12	2026-01-13				2021-09-24	83e20bdaa90f51291dd32813be74367a
GCA_022497145.1	Roster1	392036	Rostrohypoxylon terebratum	GenBank	DOE Joint Genome Institute	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/497/145/GCA_022497145.1_Roster1/GCA_022497145.1_Roster1_genomic.gff.gz	gff	2022-03-23	2026-01-13				2022-03-23	bb46cc89e78230fc2db4bc058b2fcd39
GCA_013399305.1	ASM1339930v1	118793	Rostratula benghalensis	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/399/305/GCA_013399305.1_ASM1339930v1/GCA_013399305.1_ASM1339930v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2020-07-11	b07d46c4958176f025e01422a42ad522
GCA_013401015.1	ASM1340101v1	75485	Rissa tridactyla	GenBank	B10K Consortium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/015/GCA_013401015.1_ASM1340101v1/GCA_013401015.1_ASM1340101v1_genomic.gff.gz	gff	2020-07-10	2026-01-13				2021-09-24	23b7baa46ac0345a7e006c900713257c
GCA_965140935.1	Rg_RMAG707_reference_genomic_v2	392030	Rotaria magnacalcarata	GenBank	University of Stirling	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/140/935/GCA_965140935.1_Rg_RMAG707_reference_genomic_v2/GCA_965140935.1_Rg_RMAG707_reference_genomic_v2_genomic.gff.gz	gff	2025-02-13	2026-01-13				2025-03-28	d039798393befe42b37146362586aa1c
GCA_905273325.1	Rg_MAG2_reference_genomic_v1	392030	Rotaria magnacalcarata	GenBank	IMPERIAL COLLEGE LONDON	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/273/325/GCA_905273325.1_Rg_MAG2_reference_genomic_v1/GCA_905273325.1_Rg_MAG2_reference_genomic_v1_genomic.gff.gz	gff	2021-03-20	2026-01-13				2021-09-16	ebed07489b8f4cf6dd28319a37973211
GCA_050402985.1	Rs_microsporus_JCM6882v1	86835	Rhodosporidiobolus microsporus	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/402/985/GCA_050402985.1_Rs_microsporus_JCM6882v1/GCA_050402985.1_Rs_microsporus_JCM6882v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	f9bf92c78241c81c3e3fef70f09254c6
GCA_050403125.1	Rt_dairenensis_JCM3774v1	86832	Rhodotorula dairenensis	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/125/GCA_050403125.1_Rt_dairenensis_JCM3774v1/GCA_050403125.1_Rt_dairenensis_JCM3774v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	e8f364e7f303783038e84fd8e5996896
GCA_050403245.1	Rt_toruloides_NBRC10512v1	5286	Rhodotorula toruloides	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/245/GCA_050403245.1_Rt_toruloides_NBRC10512v1/GCA_050403245.1_Rt_toruloides_NBRC10512v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	3b32841fa9a1cf4d5c4254d9a9efd626
GCA_050403045.1	Rs_poonsookiae_JCM10207v1	5004	Rhodosporidiobolus ruineniae	GenBank	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/403/045/GCA_050403045.1_Rs_poonsookiae_JCM10207v1/GCA_050403045.1_Rs_poonsookiae_JCM10207v1_genomic.gff.gz	gff	2025-05-16	2026-01-13				2025-05-17	4d20ec58a0cb7bac83a776b87339db65
